,comp_id,industry_sector,location,is_tax_haven,num_owners,is_private,emp_base,num_employees,industry_category,rev_per_emp_month_size,annual_revenue,net_revenue
275,275,0,INDIA,NO,2,YES,MEDIUM,2087,r,EXTRA HIGH,20031865391.4,830056530.21
276,276,9,INDIA,NO,1,NO,VERY LARGE,31038,r,MEDIUM,58859087595.84,-10778584148.14
277,277,1,INDIA,NO,1,YES,VERY SMALL,35,r,HIGH,94897618.2,13974614.27
278,278,0,INDIA,NO,1,YES,VERY SMALL,26,r,EXTRA HIGH,174975003.84,9588746.05
279,279,7,INDIA,NO,2,YES,EXTRA LARGE,95519,r,VERY HIGH,651023163009.12,106529470636.2
280,280,9,INDIA,NO,2,NO,VERY SMALL,36,r,MEDIUM,68270230.08,1310478.6
281,281,0,INDIA,NO,1,YES,MEDIUM,1431,r,EXTRA HIGH,16926957964.08,1470411249.83
282,282,9,INDIA,NO,2,NO,VERY SMALL,22,r,MEDIUM,29382569.04,1186316.41
283,283,6,INDIA,NO,2,YES,VERY LARGE,53617,s,MEDIUM,109290784579.56,16348426724.37
284,284,1,INDIA,NO,1,NO,SMALL,233,r,HIGH,698013375.48,76030223.71
285,285,1,INDIA,NO,1,YES,VERY LARGE,31799,r,HIGH,86114944401.72,3427045739.17
286,286,7,INDIA,NO,1,NO,SMALL,208,r,VERY HIGH,1296365915.52,175539655.6
287,287,7,INDIA,NO,1,YES,MEDIUM,1092,r,VERY HIGH,6196992852.96,-150782885.99
288,288,6,INDIA,NO,1,NO,SMALL,291,s,MEDIUM,498809502.0,61985612.15
289,289,3,INDIA,NO,2,NO,VERY SMALL,20,b,HIGH,65940475.2,7164572.41
290,290,5,INDIA,NO,5,NO,SMALL,204,b,LOW,189846684.0,21587900.77
291,291,8,INDIA,NO,1,YES,MEDIUM,2106,r,VERY LOW,736397269.92,43567271.05
292,292,0,INDIA,NO,1,YES,VERY SMALL,21,r,EXTRA HIGH,202928879.16,4029114.13
293,293,3,INDIA,NO,1,NO,VERY SMALL,29,b,HIGH,90004398.84,-15243581.34
294,294,9,INDIA,NO,2,YES,LARGE,12225,r,MEDIUM,22114782945.0,2041566490.95
295,295,2,INDIA,NO,1,YES,LARGE,10914,s,LOW,7940685446.64,300479624.85
296,296,2,INDIA,NO,1,YES,MEDIUM,1467,s,LOW,1024822317.24,53002468.31
297,297,9,INDIA,NO,1,NO,MEDIUM,1694,r,MEDIUM,2574383658.0,440591879.63
298,298,1,INDIA,NO,2,YES,VERY SMALL,30,r,HIGH,104445007.2,10051787.63
299,299,5,INDIA,NO,2,YES,VERY SMALL,13,b,LOW,7332878.28,-749686.68
300,300,0,INDIA,NO,2,YES,SMALL,158,r,EXTRA HIGH,1648309821.12,30492226.09
301,301,9,INDIA,NO,1,YES,SMALL,144,r,MEDIUM,226249407.36,-26433920.12
302,302,3,INDIA,NO,1,YES,SMALL,201,b,HIGH,661371075.36,90345507.46
303,303,7,INDIA,NO,2,NO,MEDIUM,2010,r,VERY HIGH,14639487350.4,2202127206.87
304,304,3,INDIA,NO,2,NO,SMALL,219,b,HIGH,548381264.76,83427279.14
305,305,0,INDIA,NO,1,YES,SMALL,280,r,EXTRA HIGH,2318925705.6,322300823.89
306,306,0,INDIA,NO,1,YES,SMALL,203,r,EXTRA HIGH,2479504499.64,103079063.92
307,307,5,INDIA,NO,3,NO,VERY SMALL,34,b,LOW,42074441.04,4149110.51
308,308,7,INDIA,NO,1,YES,LARGE,4984,r,VERY HIGH,43537014702.72,-1069622482.06
309,309,9,INDIA,NO,2,YES,MEDIUM,843,r,MEDIUM,1737906443.64,129240988.97
310,310,3,INDIA,NO,2,YES,SMALL,193,b,HIGH,662050555.68,-48249330.95
311,311,0,INDIA,NO,1,NO,VERY LARGE,40121,r,EXTRA HIGH,383591156535.72,38858848068.9
312,312,2,INDIA,NO,2,YES,EXTRA LARGE,83745,s,LOW,70590432544.2,2789252219.12
313,313,2,INDIA,NO,2,NO,SMALL,123,s,LOW,189539831.52,14306837.09
314,314,7,INDIA,NO,2,NO,EXTRA LARGE,107205,r,VERY HIGH,610146944379.0,103772256853.57
315,315,4,INDIA,NO,1,NO,VERY LARGE,42555,s,LOW,45259698774.6,-3831166416.94
316,316,9,INDIA,NO,5,NO,SMALL,195,r,MEDIUM,363633168.6,-62628604.81
317,317,8,INDIA,NO,1,NO,MEDIUM,1405,r,VERY LOW,302248208.4,-9016375.71
318,318,9,INDIA,NO,2,YES,MEDIUM,922,r,MEDIUM,1581408499.2,287853188.4
319,319,0,INDIA,NO,1,NO,MEDIUM,1841,r,EXTRA HIGH,17809700196.12,2239621790.47
320,320,6,INDIA,NO,1,NO,MEDIUM,910,s,MEDIUM,1121967974.4,54333444.41
321,321,0,INDIA,NO,1,YES,MEDIUM,1166,r,EXTRA HIGH,10911805597.44,-746616694.92
322,322,7,INDIA,NO,1,YES,VERY LARGE,32115,r,VERY HIGH,237879839928.6,39167834278.64
323,323,8,INDIA,NO,1,NO,LARGE,5663,r,VERY LOW,1246279741.56,123209380.47
324,324,0,INDIA,NO,2,NO,SMALL,163,r,EXTRA HIGH,1519052035.32,-145057934.53
325,325,8,INDIA,NO,2,YES,VERY LARGE,18669,r,VERY LOW,4477385523.24,786164952.74
326,326,4,INDIA,NO,1,YES,SMALL,215,s,LOW,209546258.4,17067603.59
327,327,8,INDIA,NO,1,NO,VERY LARGE,42258,r,VERY LOW,8146821781.44,579706601.78
328,328,0,INDIA,NO,1,NO,SMALL,172,r,EXTRA HIGH,1279730320.32,181180285.18
329,329,4,INDIA,NO,2,YES,VERY SMALL,24,s,LOW,16455689.28,879296.95
330,330,9,INDIA,NO,1,YES,SMALL,283,r,MEDIUM,562628021.04,17981075.35
331,331,7,INDIA,NO,3,NO,SMALL,220,r,VERY HIGH,1214288565.6,164207893.38
332,332,5,INDIA,NO,2,YES,MEDIUM,570,b,LOW,541793185.2,25038643.27
333,333,3,INDIA,NO,3,YES,EXTRA LARGE,97819,b,HIGH,360714597642.48,25134341551.95
334,334,6,INDIA,NO,1,NO,SMALL,209,s,MEDIUM,359477985.24,33079953.99
335,335,6,INDIA,NO,2,YES,MEDIUM,1000,s,MEDIUM,1785011280.0,329404361.94
336,336,9,INDIA,NO,1,YES,VERY SMALL,29,r,MEDIUM,47065023.36,8826289.92
337,337,7,INDIA,NO,2,NO,MEDIUM,2193,r,VERY HIGH,10031418145.44,-1269547167.53
338,338,9,INDIA,NO,1,YES,VERY SMALL,31,r,MEDIUM,62529253.08,12243838.74
339,339,0,INDIA,NO,1,NO,LARGE,9233,r,EXTRA HIGH,105283686271.68,13437885252.07
340,340,9,INDIA,NO,1,YES,LARGE,7040,r,MEDIUM,16320004377.6,1179929864.85
341,341,9,INDIA,NO,2,NO,SMALL,223,r,MEDIUM,259602185.28,22104963.94
342,342,3,INDIA,NO,1,NO,EXTRA LARGE,68063,b,HIGH,186049821179.64,4793516756.58
343,343,7,INDIA,NO,3,YES,SMALL,143,r,VERY HIGH,912163309.2,39512850.57
344,344,0,INDIA,NO,1,YES,MEDIUM,1853,r,EXTRA HIGH,20374867257.12,3138591306.91
345,345,7,INDIA,NO,1,NO,VERY SMALL,45,r,VERY HIGH,281453977.8,-6421065.95
346,346,8,INDIA,NO,2,NO,SMALL,305,r,VERY LOW,85285832.4,11519331.42
347,347,0,INDIA,NO,2,NO,LARGE,10129,r,EXTRA HIGH,102389420702.52,8934528948.14
348,348,9,INDIA,NO,4,NO,SMALL,168,r,MEDIUM,264989007.36,13427611.06
349,349,1,INDIA,NO,1,NO,MEDIUM,1776,r,HIGH,4674894612.48,238583633.1
350,350,6,INDIA,NO,5,NO,LARGE,5554,s,MEDIUM,10020640101.6,1312798617.49
351,351,2,INDIA,NO,1,NO,MEDIUM,2557,s,LOW,3113796671.16,-356086753.79
352,352,7,INDIA,NO,1,NO,VERY SMALL,33,r,VERY HIGH,202962394.8,8200008.63
353,353,5,INDIA,NO,1,YES,MEDIUM,1558,b,LOW,1459388072.64,40332569.46
354,354,0,INDIA,NO,1,NO,VERY SMALL,39,r,EXTRA HIGH,303092712.0,-46040887.51
355,355,1,INDIA,NO,1,YES,EXTRA LARGE,67981,r,HIGH,245028557323.44,38971146402.43
356,356,1,INDIA,NO,1,YES,VERY SMALL,23,r,HIGH,100074972.48,13517853.92
357,357,9,INDIA,NO,2,YES,LARGE,14906,r,MEDIUM,24025419847.44,3970251322.05
358,358,2,INDIA,NO,1,YES,SMALL,140,s,LOW,108003873.6,5722637.64
359,359,2,INDIA,NO,4,YES,LARGE,7336,s,LOW,5987233264.32,635583777.59
360,360,3,INDIA,NO,3,YES,VERY SMALL,23,b,HIGH,55699121.16,-8817081.72
361,361,5,INDIA,NO,2,NO,VERY LARGE,46998,b,LOW,43051356109.44,2636911678.97
362,362,7,INDIA,NO,2,YES,SMALL,191,r,VERY HIGH,1055604047.16,-18896541.92
363,363,9,INDIA,NO,1,NO,VERY SMALL,22,r,MEDIUM,45825349.68,5752054.42
364,364,7,INDIA,NO,2,NO,SMALL,229,r,VERY HIGH,1469056755.0,213540003.5
365,365,4,INDIA,NO,3,NO,EXTRA LARGE,97304,s,LOW,97102016356.8,14760190364.95
366,366,7,INDIA,NO,2,NO,MEDIUM,2285,r,VERY HIGH,14754715710.0,-2071896653.09
367,367,8,INDIA,NO,1,NO,MEDIUM,1912,r,VERY LOW,534244615.68,93739642.52
368,368,2,INDIA,NO,1,YES,SMALL,259,s,LOW,202880978.16,13654548.35
369,369,0,INDIA,NO,1,NO,LARGE,6897,r,EXTRA HIGH,54224933495.04,7310953237.73
370,370,3,OFFSHORE,YES,2,YES,LARGE,6445,b,HIGH,18135878876.4,1917634057.1
371,371,1,INDIA,NO,2,YES,LARGE,6233,r,HIGH,19835306067.72,3076272667.03
372,372,8,INDIA,NO,1,YES,VERY SMALL,25,r,VERY LOW,4357422.0,381327.94
373,373,5,INDIA,NO,1,YES,MEDIUM,1182,b,LOW,879545584.8,-36792009.05
374,374,5,INDIA,NO,3,NO,VERY LARGE,41744,b,LOW,30073828621.44,739601026.73
375,375,0,INDIA,NO,1,NO,LARGE,11058,r,EXTRA HIGH,105965561178.72,16992656610.88
376,376,9,INDIA,NO,1,NO,LARGE,9693,r,MEDIUM,18836568966.96,-3464204238.94
377,377,0,INDIA,NO,3,YES,MEDIUM,1976,r,EXTRA HIGH,19423701161.28,3356470820.73
378,378,7,INDIA,NO,4,YES,VERY SMALL,34,r,VERY HIGH,244900967.76,13722125.67
379,379,9,INDIA,NO,3,NO,MEDIUM,1156,r,MEDIUM,2087080131.84,-395999470.17
380,380,2,INDIA,NO,1,NO,SMALL,156,s,LOW,119154952.8,9203510.58
381,381,0,INDIA,NO,3,NO,SMALL,195,r,EXTRA HIGH,1812740693.4,288802727.67
382,382,0,INDIA,NO,3,NO,EXTRA LARGE,113987,r,EXTRA HIGH,1364732278005.96,16855369931.98
383,383,2,INDIA,NO,1,YES,LARGE,9068,s,LOW,9680580397.44,375828166.1
384,384,3,INDIA,NO,1,NO,LARGE,8041,b,HIGH,23074684859.16,2469333356.2
385,385,3,INDIA,NO,1,NO,LARGE,5177,b,HIGH,14040498627.36,1624861152.11
386,386,4,INDIA,NO,1,NO,MEDIUM,1583,s,LOW,1000709469.96,-143918030.86
387,387,9,INDIA,NO,1,NO,MEDIUM,1749,r,MEDIUM,3273920848.44,251631876.82
388,388,3,INDIA,NO,2,NO,SMALL,255,b,HIGH,856630445.4,65498126.96
389,389,0,INDIA,NO,3,NO,LARGE,14672,r,EXTRA HIGH,129974978448.0,15058511212.4
390,390,9,INDIA,NO,1,YES,EXTRA LARGE,89895,r,MEDIUM,185325147984.6,35703284838.33
391,391,1,INDIA,NO,1,NO,SMALL,179,r,HIGH,565797570.12,94775265.5
392,392,7,INDIA,NO,1,NO,VERY SMALL,16,r,VERY HIGH,93577098.24,6722350.51
393,393,3,INDIA,NO,2,YES,MEDIUM,1312,b,HIGH,4294294709.76,477956118.39
394,394,0,INDIA,NO,4,YES,LARGE,9585,r,EXTRA HIGH,94782207996.0,3586914523.45
395,395,1,INDIA,NO,5,NO,VERY SMALL,10,r,HIGH,29781396.0,4076663.32
396,396,1,INDIA,NO,2,YES,SMALL,185,r,HIGH,486794318.4,-30399295.63
397,397,3,INDIA,NO,1,YES,VERY LARGE,26341,b,HIGH,76991182750.44,11871072991.99
398,398,2,INDIA,NO,3,YES,LARGE,10123,s,LOW,12064393799.04,450476812.26
399,399,9,INDIA,NO,3,NO,MEDIUM,1619,r,MEDIUM,2354835823.8,100509766.38
400,400,2,INDIA,NO,1,NO,SMALL,196,s,LOW,167155487.52,-24863282.6
401,401,2,INDIA,NO,2,YES,SMALL,230,s,LOW,221855396.4,39837840.74
402,402,9,INDIA,NO,1,YES,MEDIUM,1171,r,MEDIUM,1701717856.44,308390511.49
403,403,9,INDIA,NO,3,YES,SMALL,193,r,MEDIUM,306569452.68,5975513.59
404,404,8,INDIA,NO,1,YES,VERY LARGE,28770,r,VERY LOW,6763023741.6,-132436174.67
405,405,9,INDIA,NO,3,NO,VERY SMALL,33,r,MEDIUM,67283611.56,4860270.96
406,406,8,INDIA,NO,2,NO,EXTRA LARGE,132913,r,VERY LOW,32551217760.6,4417437264.88
407,407,1,INDIA,NO,1,NO,LARGE,12725,r,HIGH,43827219513.0,4479468566.47
408,408,5,INDIA,NO,1,YES,MEDIUM,1782,b,LOW,1032993894.24,-46195143.4
409,409,6,INDIA,NO,1,NO,VERY SMALL,21,s,MEDIUM,37865593.08,4747840.98
410,410,1,INDIA,NO,1,NO,VERY SMALL,49,r,HIGH,163812131.28,12329661.75
411,411,1,INDIA,NO,2,YES,MEDIUM,1496,r,HIGH,5497754222.4,197566754.18
412,412,1,INDIA,NO,1,NO,MEDIUM,1311,r,HIGH,4970130998.76,182758094.94
413,413,3,INDIA,NO,3,YES,LARGE,6931,b,HIGH,16902094072.32,1831101364.66
414,414,0,INDIA,NO,5,NO,EXTRA LARGE,101707,r,EXTRA HIGH,873922039407.48,-85541181965.72
415,415,9,INDIA,NO,1,YES,SMALL,207,r,MEDIUM,331510392.36,24358710.5
416,416,0,INDIA,NO,1,YES,VERY SMALL,19,r,EXTRA HIGH,190716425.4,34761045.61
417,417,0,INDIA,NO,3,YES,SMALL,229,r,EXTRA HIGH,2280999246.6,163031608.84
418,418,8,INDIA,NO,3,NO,VERY SMALL,33,r,VERY LOW,7083283.68,451085.59
419,419,1,INDIA,NO,2,NO,MEDIUM,2575,r,HIGH,8854563405.0,109160867.47
420,420,9,INDIA,NO,4,NO,LARGE,8486,r,MEDIUM,14753679831.6,440900463.82
421,421,8,INDIA,NO,1,YES,MEDIUM,1777,r,VERY LOW,579833038.68,8489371.16
422,422,9,INDIA,NO,2,NO,VERY SMALL,41,r,MEDIUM,51293056.56,6538023.95
423,423,6,INDIA,NO,3,NO,LARGE,3701,s,MEDIUM,5934269263.2,236290681.32
424,424,9,INDIA,NO,3,YES,MEDIUM,1900,r,MEDIUM,2910870300.0,108879227.76
425,425,9,INDIA,NO,1,YES,VERY SMALL,38,r,MEDIUM,52649025.84,7367553.87
426,426,2,INDIA,NO,3,NO,SMALL,142,s,LOW,123669998.16,4416044.25
427,427,7,INDIA,NO,5,YES,LARGE,9013,r,VERY HIGH,65688022043.4,2575503059.89
428,428,1,INDIA,NO,1,NO,MEDIUM,1313,r,HIGH,4227662682.36,549408714.21
429,429,3,INDIA,NO,2,YES,EXTRA LARGE,120514,b,HIGH,341003782374.24,40927174402.84
430,430,0,INDIA,NO,2,NO,LARGE,10595,r,EXTRA HIGH,132161798605.2,22182954872.63
431,431,7,INDIA,NO,1,NO,EXTRA LARGE,77661,r,VERY HIGH,419315916422.52,42057763225.93
432,432,9,INDIA,NO,3,NO,VERY SMALL,23,r,MEDIUM,57961771.92,7521985.51
433,433,3,INDIA,NO,1,YES,SMALL,133,b,HIGH,435222528.72,48563707.95
434,434,0,INDIA,NO,2,NO,LARGE,9399,r,EXTRA HIGH,75007933743.6,13237869878.2
435,435,1,INDIA,NO,1,YES,SMALL,199,r,HIGH,515867270.16,93437464.36
436,436,9,INDIA,NO,1,NO,VERY SMALL,28,r,MEDIUM,51984888.48,8804469.23
437,437,2,INDIA,NO,4,NO,SMALL,120,s,LOW,97027286.4,-10580983.68
438,438,6,INDIA,NO,1,NO,VERY LARGE,26855,s,MEDIUM,56882196387.6,3837627434.35
439,439,1,INDIA,NO,1,YES,MEDIUM,1540,r,HIGH,4980663811.2,339672814.21
440,440,8,INDIA,NO,3,NO,VERY LARGE,32305,r,VERY LOW,8422549262.4,720827401.98
441,441,0,INDIA,NO,4,YES,VERY SMALL,34,r,EXTRA HIGH,288315350.16,23420540.47
442,442,1,INDIA,NO,1,YES,LARGE,4681,r,HIGH,16354827751.56,1924855162.53
443,443,1,INDIA,NO,1,NO,VERY SMALL,35,r,HIGH,118931127.0,20668760.34
444,444,3,INDIA,NO,1,NO,MEDIUM,1181,b,HIGH,2787854191.8,-469044486.34
445,445,0,INDIA,NO,1,YES,EXTRA LARGE,114620,r,EXTRA HIGH,1028593122004.8,105270725851.23
446,446,1,INDIA,NO,1,YES,VERY SMALL,25,r,HIGH,73571130.0,10460153.96
447,447,7,INDIA,NO,1,YES,MEDIUM,1517,r,VERY HIGH,8264320731.12,628885232.64
448,448,0,INDIA,NO,3,YES,VERY SMALL,45,r,EXTRA HIGH,395229191.4,31359930.8
449,449,0,INDIA,NO,1,NO,MEDIUM,1619,r,EXTRA HIGH,14570355767.52,1260456659.14
450,450,9,OFFSHORE,YES,1,YES,LARGE,6947,r,MEDIUM,11068611750.72,1382020087.7
451,451,9,INDIA,NO,1,NO,EXTRA LARGE,113871,r,MEDIUM,212888042746.92,38349892793.2
452,452,0,INDIA,NO,1,NO,LARGE,9089,r,EXTRA HIGH,93536951296.2,-7047154442.87
453,453,0,INDIA,NO,2,NO,SMALL,151,r,EXTRA HIGH,1867902301.92,44003381.48
454,454,1,INDIA,NO,3,NO,MEDIUM,894,r,HIGH,2976675953.04,572887367.76
455,455,5,INDIA,NO,3,YES,SMALL,271,b,LOW,169098439.08,20469640.99
456,456,0,INDIA,NO,2,NO,VERY SMALL,27,r,EXTRA HIGH,212214530.88,37657174.0
457,457,3,INDIA,NO,1,YES,SMALL,188,b,HIGH,464307450.24,-16521680.78
458,458,7,INDIA,NO,3,YES,LARGE,10653,r,VERY HIGH,65003107762.08,-10897205546.26
459,459,0,INDIA,NO,1,NO,LARGE,7959,r,EXTRA HIGH,75129168650.76,12155795077.39
460,460,8,INDIA,NO,1,YES,MEDIUM,1131,r,VERY LOW,194379676.92,30283266.38
461,461,5,INDIA,NO,2,YES,SMALL,157,b,LOW,160369132.08,13443856.95
462,462,3,INDIA,NO,1,YES,SMALL,164,b,HIGH,488432035.68,93264746.72
463,463,0,INDIA,NO,2,YES,SMALL,242,r,EXTRA HIGH,2544138701.28,392141643.3
464,464,1,INDIA,NO,2,NO,SMALL,216,r,HIGH,600234675.84,27004892.61
465,465,0,INDIA,NO,1,YES,MEDIUM,1425,r,EXTRA HIGH,13954400964.0,537242562.44
466,466,8,INDIA,NO,3,YES,VERY SMALL,26,r,VERY LOW,6571865.04,1083105.7
467,467,3,INDIA,NO,1,NO,LARGE,4758,b,HIGH,10961247828.96,171290570.85
468,468,3,INDIA,NO,2,NO,MEDIUM,2122,b,HIGH,6014241831.84,512636825.38
469,469,1,INDIA,NO,1,NO,SMALL,227,r,HIGH,843574503.48,70250114.5
470,470,3,INDIA,NO,1,YES,VERY LARGE,34234,b,HIGH,87346572091.2,2933992816.2
471,471,9,INDIA,NO,3,NO,SMALL,188,r,MEDIUM,446119059.36,40789965.2
472,472,7,INDIA,NO,1,NO,MEDIUM,2212,r,VERY HIGH,14244071805.6,2056692536.54
473,473,0,INDIA,NO,1,YES,MEDIUM,2469,r,EXTRA HIGH,22911794596.8,2014541947.86
474,474,9,INDIA,NO,3,NO,SMALL,235,r,MEDIUM,385908455.4,41849921.45
475,475,9,INDIA,NO,1,YES,EXTRA LARGE,70741,r,MEDIUM,135735453902.4,18247621065.67
476,476,0,INDIA,NO,3,NO,MEDIUM,2097,r,EXTRA HIGH,15942938566.32,1874039916.46
477,477,9,INDIA,NO,5,NO,LARGE,7101,r,MEDIUM,15917480598.96,1194828387.71
478,478,3,INDIA,NO,2,NO,SMALL,194,b,HIGH,600485786.64,51336005.61
479,479,6,INDIA,NO,3,YES,LARGE,12467,s,MEDIUM,25660805155.44,4914183601.75
480,480,2,INDIA,NO,2,YES,VERY SMALL,36,s,LOW,21175045.92,-3003736.33
481,481,0,INDIA,NO,1,NO,LARGE,7296,r,EXTRA HIGH,65118910003.2,7327814588.45
482,482,9,INDIA,NO,3,NO,VERY SMALL,34,r,MEDIUM,79285872.96,2220137.59
483,483,7,INDIA,NO,3,NO,MEDIUM,1697,r,VERY HIGH,11019284187.6,1835211151.48
484,484,8,INDIA,NO,1,NO,VERY SMALL,26,r,VERY LOW,8978289.84,187313.45
485,485,3,INDIA,NO,2,YES,MEDIUM,2579,b,HIGH,8958438642.6,-1463308733.28
486,486,0,INDIA,NO,3,YES,MEDIUM,1793,r,EXTRA HIGH,22149063116.4,-2953678093.48
487,487,9,INDIA,NO,1,YES,VERY SMALL,30,r,MEDIUM,52961918.4,9284486.02
488,488,4,INDIA,NO,1,NO,VERY SMALL,50,s,LOW,38650296.0,-4075409.55
489,489,6,INDIA,NO,1,YES,LARGE,6992,s,MEDIUM,13980115524.48,152783031.13
490,490,9,INDIA,NO,3,NO,LARGE,10589,r,MEDIUM,14782153358.16,480810812.1
491,491,5,INDIA,NO,1,YES,MEDIUM,1765,b,LOW,1309157827.2,195470505.37
492,492,0,INDIA,NO,1,YES,MEDIUM,1673,r,EXTRA HIGH,17611546729.56,2519506672.17
493,493,9,INDIA,NO,1,YES,VERY SMALL,29,r,MEDIUM,56519400.36,7215851.11
494,494,0,INDIA,NO,1,YES,SMALL,216,r,EXTRA HIGH,2096082852.48,-37543909.84
495,495,0,INDIA,NO,2,YES,SMALL,149,r,EXTRA HIGH,1498586041.56,-133939139.03
496,496,6,INDIA,NO,1,YES,SMALL,204,s,MEDIUM,361216941.12,51926752.05
497,497,8,INDIA,NO,1,NO,SMALL,146,r,VERY LOW,37290093.6,-5826851.02
498,498,9,INDIA,NO,2,YES,MEDIUM,1835,r,MEDIUM,2824641043.2,299802515.32
499,499,3,INDIA,NO,1,NO,SMALL,250,b,HIGH,754769520.0,18357889.7
500,500,9,INDIA,NO,3,NO,MEDIUM,1815,r,MEDIUM,3486555903.6,80904182.38
501,501,3,INDIA,NO,2,YES,VERY SMALL,38,b,HIGH,85826190.48,11139379.91
502,502,5,INDIA,NO,4,YES,EXTRA LARGE,96673,b,LOW,75562466720.04,-13282474103.78
503,503,8,INDIA,NO,2,YES,SMALL,211,r,VERY LOW,40326860.16,3387041.63
504,504,2,INDIA,NO,1,NO,VERY SMALL,27,s,LOW,25216434.0,4780503.55
505,505,3,INDIA,NO,2,YES,MEDIUM,1499,b,HIGH,5137288975.92,192252871.98
506,506,1,INDIA,NO,1,YES,VERY SMALL,33,r,HIGH,98890909.92,9111099.37
507,507,0,INDIA,NO,3,NO,MEDIUM,1746,r,EXTRA HIGH,14183660053.44,2416408339.64
508,508,7,INDIA,NO,1,NO,EXTRA LARGE,109825,r,VERY HIGH,779808164469.0,24657770745.19
509,509,7,OFFSHORE,YES,1,YES,SMALL,283,r,VERY HIGH,2235981279.36,396462396.25
510,510,0,INDIA,NO,2,NO,VERY SMALL,16,r,EXTRA HIGH,143102701.44,27674798.11
511,511,0,INDIA,NO,3,YES,LARGE,10620,r,EXTRA HIGH,87064780348.8,4047880943.05
512,512,5,INDIA,NO,1,YES,VERY SMALL,50,b,LOW,42634782.0,2288253.33
513,513,3,INDIA,NO,1,NO,MEDIUM,1631,b,HIGH,4723576156.32,293391690.83
514,514,9,INDIA,NO,3,NO,LARGE,9000,r,MEDIUM,12591521280.0,761622518.49
515,515,8,INDIA,NO,3,YES,MEDIUM,891,r,VERY LOW,206153093.52,39079049.51
516,516,7,INDIA,NO,1,YES,EXTRA LARGE,64689,r,VERY HIGH,430734221608.32,-19798042483.28
517,517,3,INDIA,NO,3,YES,VERY SMALL,26,b,HIGH,77987298.48,14157925.16
518,518,9,OFFSHORE,YES,2,YES,MEDIUM,1901,r,MEDIUM,3623404015.56,-516019141.86
519,519,7,INDIA,NO,2,NO,MEDIUM,2111,r,VERY HIGH,13657367313.36,862189235.69
520,520,4,INDIA,NO,1,NO,LARGE,7635,s,LOW,5099891702.4,116245360.24
521,521,1,INDIA,NO,3,NO,LARGE,9460,r,HIGH,30211479460.8,5480075925.79
522,522,4,INDIA,NO,3,YES,SMALL,98,s,LOW,94235561.28,13573900.43
523,523,5,INDIA,NO,3,YES,VERY SMALL,50,b,LOW,27290058.0,626064.91
524,524,1,INDIA,NO,1,YES,MEDIUM,1400,r,HIGH,5337901632.0,786771772.16
525,525,7,INDIA,NO,1,NO,SMALL,99,r,VERY HIGH,584704125.72,14657950.13
526,526,7,INDIA,NO,3,NO,MEDIUM,1527,r,VERY HIGH,9240059690.28,326621056.39
527,527,2,INDIA,NO,1,NO,SMALL,141,s,LOW,85250134.08,-15587806.22
528,528,0,INDIA,NO,1,NO,VERY SMALL,27,r,EXTRA HIGH,278493969.96,47324630.82
529,529,9,INDIA,NO,1,YES,LARGE,10223,r,MEDIUM,20607139015.2,2540943778.32
530,530,8,INDIA,NO,2,NO,SMALL,227,r,VERY LOW,59869788.12,11505149.23
531,531,6,INDIA,NO,3,YES,VERY SMALL,30,s,MEDIUM,43220077.2,2467066.04
532,532,9,INDIA,NO,2,YES,LARGE,10983,r,MEDIUM,22459029505.92,1079479195.55
533,533,2,INDIA,NO,3,YES,SMALL,279,s,LOW,344744865.72,65974045.33
534,534,2,INDIA,NO,1,NO,VERY LARGE,31007,s,LOW,18144378592.8,2918009827.88
535,535,0,INDIA,NO,1,NO,LARGE,9390,r,EXTRA HIGH,72033725599.2,9974563534.85
536,536,8,INDIA,NO,1,NO,LARGE,9814,r,VERY LOW,2053956357.6,296700352.88
537,537,4,INDIA,NO,1,YES,EXTRA LARGE,126570,s,LOW,71192237986.8,12843232570.36
538,538,9,INDIA,NO,2,YES,VERY SMALL,28,r,MEDIUM,47827752.0,9185856.82
539,539,1,INDIA,NO,1,YES,VERY LARGE,20016,r,HIGH,49721134711.68,9338374437.89
540,540,0,INDIA,NO,2,YES,LARGE,8488,r,EXTRA HIGH,92047165344.0,-3072150491.29
541,541,7,INDIA,NO,3,NO,SMALL,136,r,VERY HIGH,983128795.2,137629143.19
542,542,8,INDIA,NO,4,YES,VERY LARGE,37277,r,VERY LOW,4512474788.04,540574851.44
543,543,0,INDIA,NO,3,YES,VERY SMALL,30,r,EXTRA HIGH,283245703.2,17537681.0
544,544,1,INDIA,NO,1,NO,EXTRA LARGE,129676,r,HIGH,370368131929.92,47950903091.61
545,545,7,INDIA,NO,1,YES,EXTRA LARGE,102389,r,VERY HIGH,648630153911.04,105849933796.44
546,546,0,INDIA,NO,1,YES,SMALL,227,r,EXTRA HIGH,2104051513.8,388230820.3
547,547,0,INDIA,NO,1,NO,EXTRA LARGE,87060,r,EXTRA HIGH,940100955660.0,25769084288.94
548,548,9,INDIA,NO,5,YES,LARGE,10474,r,MEDIUM,15914370725.28,1917239990.88
549,549,4,INDIA,NO,1,NO,EXTRA LARGE,62972,s,LOW,57684268867.68,1390744226.89
550,550,6,INDIA,NO,1,NO,SMALL,176,s,MEDIUM,309464348.16,58403463.98
551,551,2,INDIA,NO,3,YES,EXTRA LARGE,124847,s,LOW,113057582930.76,18707603218.37
552,552,7,INDIA,NO,3,NO,SMALL,227,r,VERY HIGH,1498504924.56,163863334.36
